Hanging	Foot	Nlon	Nlat	Ndepth	Nphi	Re	Rn	Strike	Dip	Mo Rate
SoCR	JdFa	235.483	42.24	12.5	0.534	-28.4	-13.9	355.4	10.1	8.53E+15
SoCR	JdFa	235.455	42.49	12.5	0.468	-28.6	-14	355.4	10.5	7.17E+15
SoCR	JdFa	235.428	42.741	12.5	0.468	-28.9	-14	355.4	11	6.87E+15
SoCR	JdFa	235.401	42.991	12.5	0.688	-29.1	-14	356	11.5	9.74E+15
SoCR	JdFa	235.377	43.241	12.5	0.688	-29.3	-14	356	11.5	9.63E+15
SoCR	JdFa	235.353	43.492	12.5	0.532	-29.5	-14.1	356	11.5	7.43E+15
NoCR	JdFa	235.329	43.742	12.5	0.532	-31.2	-15.3	356	11.6	7.41E+15
NoCR	JdFa	235.305	43.992	12.5	0.606	-31.4	-15.3	358.2	11.6	8.41E+15
NoCR	JdFa	235.294	44.242	12.5	0.606	-31.6	-15.3	358.2	11.6	8.37E+15
NoCR	JdFa	235.283	44.492	12.5	0.567	-31.9	-15.3	358.2	11.7	7.81E+15
NoCR	JdFa	235.272	44.742	12.5	0.567	-32.1	-15.3	358.2	11.7	7.78E+15
NoCR	JdFa	235.261	44.992	12.5	0.503	-32.3	-15.4	2.1	11.7	6.85E+15
NoCR	JdFa	235.274	45.238	12.5	0.503	-32.5	-15.3	2	11.6	6.84E+15
NoCR	JdFa	235.286	45.484	12.5	0.488	-32.7	-15.3	2	11.5	6.69E+15
NoCR	JdFa	235.299	45.73	12.5	0.488	-32.9	-15.3	2	11.4	6.75E+15
NoCR	JdFa	235.311	45.976	12.5	0.866	-33.1	-15.3	358.6	11.3	1.00E+16
NoCR	JdFa	235.306	46.135	12.5	0.866	-33.2	-15.3	358.6	10.9	8.10E+15
NoCR	JdFa	235.3	46.294	12.5	0.839	-33.4	-15.3	358.6	10.5	8.14E+15
NoCR	JdFa	235.295	46.454	12.5	0.839	-33.5	-15.3	358.6	10.2	8.42E+15
NoCR	JdFa	235.29	46.613	12.5	0.769	-33.6	-15.3	358.6	9.9	7.96E+15
NoCR	JdFa	235.284	46.772	12.5	0.769	-33.8	-15.3	358.6	9.6	8.22E+15
Taco	JdFa	235.279	46.931	12.5	0.689	-37.2	-16.1	358.6	9.3	7.59E+15
Olym	JdFa	235.273	47.09	12.5	0.689	-37.6	-19.7	358.7	9	7.82E+15
Olym	JdFa	235.268	47.249	12.5	0.712	-38	-19.7	341	8.8	7.23E+15
Olym	JdFa	235.21	47.362	12.5	0.712	-38.3	-19.8	341	8.6	6.33E+15
Olym	JdFa	235.153	47.476	12.5	0.74	-38.6	-19.9	341.1	8.4	6.72E+15
Olym	JdFa	235.095	47.589	12.5	0.74	-38.8	-20.1	341.1	8.3	6.86E+15
Olym	JdFa	235.038	47.702	12.5	0.713	-39.1	-20.2	319.1	8.9	7.73E+15
Olym	JdFa	234.871	47.832	12.5	0.713	-39.4	-20.6	319.2	9.3	8.55E+15
Olym	JdFa	234.704	47.961	12.5	0.611	-39.7	-21	319.3	9.7	6.97E+15
Olym	JdFa	234.538	48.091	12.5	0.611	-40	-21.3	319.4	10.2	6.61E+15
Olym	JdFa	234.371	48.221	12.5	0.564	-40.3	-21.7	320.9	10.7	5.42E+15
Olym	JdFa	234.233	48.334	12.5	0.564	-40.6	-22	321	11.1	4.78E+15
Olym	JdFa	234.094	48.448	12.5	0.537	-40.8	-22.3	321.1	11.6	4.36E+15
Olym	JdFa	233.956	48.561	12.5	0.537	-41.1	-22.7	321.1	12.2	4.16E+15
Olym	JdFa	233.818	48.675	12.5	0.509	-41.3	-23	324.3	12.7	3.81E+15
Olym	JdFa	233.687	48.795	12.5	0.509	-41.6	-23.3	324.4	13	3.72E+15
Olym	JdFa	233.556	48.915	12.5	0.505	-41.9	-23.6	324.4	13.4	3.60E+15
Olym	JdFa	233.425	49.035	12.5	0.505	-42.1	-23.9	324.5	13.7	3.50E+15
Olym	JdFa	233.294	49.156	12.5	0.495	-42.4	-24.1	324.7	14.1	3.24E+15
Olym	JdFa	233.173	49.268	12.5	0.495	-42.7	-24.4	324.8	14.3	3.08E+15
Olym	JdFa	233.051	49.381	12.5	0.483	-42.9	-24.7	324.8	14.5	2.97E+15
Olym	JdFa	232.929	49.493	12.5	0.483	-43.2	-25	324.9	14.6	2.93E+15
NoVI	JdFa	232.807	49.606	12.5	0.483	-44.3	-25.4	324.9	14.8	1.45E+15
WCCR	JdFa	235.861	40.212	15	0.37	-27.4	-3.4	357.7	13	2.07E+15
WCCR	JdFa	235.849	40.432	15	0.37	-28.2	-2.9	357.7	11.6	4.45E+15
WCCR	JdFa	235.837	40.652	15	0.63	-28.9	-2.5	357.7	10.4	8.40E+15
ECCR	JdFa	235.825	40.872	15	0.63	-26.9	-8.5	357.7	9.5	9.24E+15
ECCR	JdFa	235.813	41.092	15	0.516	-27	-9	354	9	8.12E+15
ECCR	JdFa	235.782	41.316	15	0.516	-27	-9.6	354	9.2	8.14E+15
SoCR	JdFa	235.751	41.54	15	0.462	-27.8	-13.7	354	9.3	7.14E+15
SoCR	JdFa	235.719	41.764	15	0.462	-28	-13.7	354	9.5	7.00E+15
SoCR	JdFa	235.688	41.987	15	0.205	-28.2	-13.7	354.3	9.7	3.22E+15
SoCR	JdFa	235.654	42.238	15	0.205	-28.5	-13.8	354.3	10.1	3.28E+15
SoCR	JdFa	235.62	42.488	15	0.171	-28.7	-13.8	354.3	10.6	2.62E+15
SoCR	JdFa	235.587	42.739	15	0.171	-28.9	-13.8	354.4	11	2.51E+15
SoCR	JdFa	235.553	42.989	15	0.241	-29.1	-13.9	356	11.5	3.41E+15
SoCR	JdFa	235.529	43.239	15	0.241	-29.3	-13.9	356	11.5	3.37E+15
SoCR	JdFa	235.505	43.49	15	0.416	-29.5	-13.9	356	11.5	5.80E+15
NoCR	JdFa	235.481	43.74	15	0.416	-31.3	-15.1	356.1	11.6	5.78E+15
NoCR	JdFa	235.458	43.99	15	0.542	-31.5	-15.2	358.2	11.6	7.51E+15
NoCR	JdFa	235.447	44.24	15	0.542	-31.7	-15.2	358.2	11.6	7.49E+15
NoCR	JdFa	235.436	44.49	15	0.516	-31.9	-15.2	358.2	11.7	7.10E+15
NoCR	JdFa	235.425	44.74	15	0.516	-32.1	-15.2	358.2	11.7	7.08E+15
NoCR	JdFa	235.414	44.99	15	0.455	-32.3	-15.2	2.4	11.7	6.18E+15
NoCR	JdFa	235.429	45.236	15	0.455	-32.5	-15.2	2.4	11.6	6.17E+15
NoCR	JdFa	235.444	45.481	15	0.457	-32.7	-15.2	2.4	11.5	6.26E+15
NoCR	JdFa	235.458	45.727	15	0.457	-32.9	-15.2	2.4	11.4	6.32E+15
NoCR	JdFa	235.473	45.973	15	0.854	-33.1	-15.1	0.3	11.3	9.93E+15
NoCR	JdFa	235.474	46.135	15	0.854	-33.3	-15.1	0.3	10.9	8.14E+15
NoCR	JdFa	235.475	46.297	15	0.806	-33.4	-15.1	0.3	10.6	7.96E+15
NoCR	JdFa	235.477	46.459	15	0.806	-33.5	-15.1	0.3	10.2	8.23E+15
NoCR	JdFa	235.478	46.621	15	0.773	-33.7	-15.1	0.3	9.9	8.14E+15
NoCR	JdFa	235.479	46.784	15	0.773	-33.8	-15.1	0.3	9.6	8.40E+15
Taco	JdFa	235.48	46.946	15	0.758	-37.2	-15.9	0.3	9.3	8.48E+15
Taco	JdFa	235.481	47.108	15	0.758	-37.3	-15.9	0.3	9.1	8.73E+15
Taco	JdFa	235.482	47.27	15	0.837	-37.5	-15.9	342.7	8.8	8.78E+15
Olym	JdFa	235.427	47.391	15	0.837	-38.4	-19.3	342.7	8.6	7.86E+15
Olym	JdFa	235.372	47.511	15	0.867	-38.7	-19.4	342.8	8.4	8.31E+15
Olym	JdFa	235.316	47.631	15	0.867	-39	-19.6	342.8	8.3	8.48E+15
Olym	JdFa	235.261	47.752	15	0.842	-39.3	-19.7	317.1	9	9.53E+15
Olym	JdFa	235.079	47.884	15	0.842	-39.6	-20.1	317.2	9.4	1.05E+16
Olym	JdFa	234.896	48.016	15	0.681	-39.9	-20.5	317.3	9.9	8.06E+15
Olym	JdFa	234.714	48.148	15	0.681	-40.2	-20.9	317.3	10.3	7.67E+15
Olym	JdFa	234.531	48.28	15	0.624	-40.5	-21.4	319.1	10.8	6.18E+15
Olym	JdFa	234.383	48.393	15	0.624	-40.7	-21.7	319.1	11.2	5.41E+15
Olym	JdFa	234.235	48.507	15	0.579	-41	-22	319.2	11.7	4.81E+15
Olym	JdFa	234.087	48.621	15	0.579	-41.3	-22.4	319.3	12.2	4.60E+15
Olym	JdFa	233.939	48.735	15	0.53	-41.5	-22.7	323.4	12.7	4.01E+15
Olym	JdFa	233.805	48.853	15	0.53	-41.8	-23	323.5	13	3.86E+15
Olym	JdFa	233.671	48.972	15	0.517	-42	-23.3	323.5	13.4	3.68E+15
Olym	JdFa	233.537	49.091	15	0.517	-42.3	-23.6	323.6	13.7	3.58E+15
Olym	JdFa	233.404	49.21	15	0.499	-42.6	-23.9	324.3	14.1	3.27E+15
Olym	JdFa	233.28	49.322	15	0.499	-42.8	-24.2	324.4	14.3	3.12E+15
Olym	JdFa	233.156	49.435	15	0.482	-43.1	-24.5	324.4	14.5	2.97E+15
Olym	JdFa	233.033	49.547	15	0.482	-43.3	-24.7	324.5	14.7	2.93E+15
NoVI	JdFa	232.909	49.659	15	0.482	-44.4	-25.2	324.5	14.8	1.46E+15
WCCR	JdFa	235.988	40.175	17.5	0.202	-29.5	-3.5	1	12.7	1.17E+15
WCCR	JdFa	235.992	40.398	17.5	0.202	-30.6	-3.1	1	11.4	2.50E+15
ECCR	JdFa	235.997	40.622	17.5	0.481	-28.2	-7.4	0.9	10.3	6.61E+15
ECCR	JdFa	236.002	40.845	17.5	0.481	-28.5	-7.8	0.9	9.4	7.25E+15
SNev	JdFa	236.007	41.069	17.5	0.485	-30	-13.3	353.4	9	7.82E+15
SNev	JdFa	235.972	41.298	17.5	0.485	-30.5	-13.3	353.4	9.2	7.83E+15
SoCR	JdFa	235.937	41.527	17.5	0.228	-27.9	-13.5	353.5	9.3	3.61E+15
SoCR	JdFa	235.901	41.756	17.5	0.228	-28.1	-13.5	353.4	9.5	3.54E+15
SoCR	JdFa	235.866	41.985	17.5	0.044	-28.3	-13.5	353.2	9.7	6.95E+14
SoCR	JdFa	235.826	42.235	17.5	0.044	-28.5	-13.6	353.2	10.1	7.00E+14
SoCR	JdFa	235.786	42.486	17.5	0.034	-28.7	-13.6	353.2	10.6	5.22E+14
SoCR	JdFa	235.745	42.736	17.5	0.034	-28.9	-13.7	353.3	11.1	5.00E+14
SoCR	JdFa	235.705	42.987	17.5	0.042	-29.1	-13.7	356	11.5	5.98E+14
SoCR	JdFa	235.681	43.237	17.5	0.042	-29.3	-13.7	356.1	11.5	5.92E+14
SoCR	JdFa	235.658	43.487	17.5	0.287	-29.6	-13.8	356.1	11.5	4.01E+15
NoCR	JdFa	235.634	43.738	17.5	0.287	-31.3	-15	356.1	11.6	4.00E+15
NoCR	JdFa	235.61	43.988	17.5	0.462	-31.5	-15	358.2	11.6	6.41E+15
NoCR	JdFa	235.6	44.238	17.5	0.462	-31.7	-15	358.2	11.6	6.38E+15
NoCR	JdFa	235.589	44.488	17.5	0.458	-31.9	-15	358.3	11.7	6.32E+15
NoCR	JdFa	235.578	44.739	17.5	0.458	-32.1	-15	358.2	11.7	6.29E+15
NoCR	JdFa	235.567	44.989	17.5	0.397	-32.3	-15	2.8	11.8	5.39E+15
NoCR	JdFa	235.584	45.234	17.5	0.397	-32.5	-15	2.8	11.6	5.38E+15
NoCR	JdFa	235.601	45.479	17.5	0.414	-32.8	-15	2.8	11.5	5.65E+15
NoCR	JdFa	235.618	45.724	17.5	0.414	-33	-15	2.7	11.4	5.71E+15
NoCR	JdFa	235.635	45.969	17.5	0.628	-33.2	-15	1.9	11.3	7.35E+15
NoCR	JdFa	235.642	46.134	17.5	0.628	-33.3	-15	1.9	10.9	6.10E+15
NoCR	JdFa	235.65	46.299	17.5	0.547	-33.4	-15	1.9	10.6	5.50E+15
NoCR	JdFa	235.658	46.465	17.5	0.547	-33.6	-15	1.9	10.2	5.69E+15
NoCR	JdFa	235.666	46.63	17.5	0.56	-33.7	-15	1.9	9.9	6.00E+15
Taco	JdFa	235.674	46.795	17.5	0.56	-37.1	-15.7	1.9	9.6	6.18E+15
Taco	JdFa	235.682	46.961	17.5	0.647	-37.3	-15.7	1.9	9.4	7.36E+15
Taco	JdFa	235.689	47.126	17.5	0.647	-37.4	-15.7	1.9	9.1	7.57E+15
Taco	JdFa	235.697	47.291	17.5	0.745	-37.5	-15.7	344.2	8.7	8.07E+15
Olym	JdFa	235.644	47.419	17.5	0.745	-38.5	-18.8	344.2	8.6	7.37E+15
Olym	JdFa	235.591	47.546	17.5	0.743	-38.9	-18.9	344.3	8.4	7.49E+15
Olym	JdFa	235.538	47.674	17.5	0.743	-39.2	-19.1	344.3	8.3	7.63E+15
Olym	JdFa	235.484	47.802	17.5	0.75	-39.5	-19.2	315.3	9.2	8.84E+15
Olym	JdFa	235.286	47.936	17.5	0.75	-39.8	-19.6	315.3	9.6	9.63E+15
Olym	JdFa	235.088	48.07	17.5	0.638	-40.1	-20.1	315.4	10	7.82E+15
Olym	JdFa	234.89	48.204	17.5	0.638	-40.4	-20.5	315.5	10.4	7.46E+15
Olym	JdFa	234.692	48.339	17.5	0.614	-40.7	-21	317.3	10.8	6.26E+15
Olym	JdFa	234.534	48.453	17.5	0.614	-40.9	-21.3	317.4	11.3	5.45E+15
Olym	JdFa	234.375	48.567	17.5	0.567	-41.2	-21.7	317.5	11.8	4.83E+15
Olym	JdFa	234.217	48.681	17.5	0.567	-41.5	-22.1	317.5	12.3	4.62E+15
Olym	JdFa	234.059	48.795	17.5	0.502	-41.7	-22.4	322.5	12.7	3.85E+15
Olym	JdFa	233.923	48.912	17.5	0.502	-42	-22.7	322.6	13.1	3.66E+15
Olym	JdFa	233.786	49.029	17.5	0.477	-42.2	-23	322.6	13.4	3.39E+15
Olym	JdFa	233.649	49.146	17.5	0.477	-42.5	-23.3	322.7	13.7	3.30E+15
Olym	JdFa	233.513	49.264	17.5	0.455	-42.8	-23.7	323.9	14.1	2.99E+15
Olym	JdFa	233.387	49.376	17.5	0.455	-43	-23.9	324	14.3	2.85E+15
Olym	JdFa	233.262	49.488	17.5	0.437	-43.3	-24.2	324.1	14.5	2.70E+15
Olym	JdFa	233.137	49.601	17.5	0.437	-43.5	-24.5	324.1	14.7	2.67E+15
NoVI	JdFa	233.011	49.713	17.5	0.437	-44.6	-25	324.1	14.8	1.32E+15
WCCR	JdFa	236.114	40.138	20	0.088	-31.7	-3.7	4.2	12	5.27E+14
ECCR	JdFa	236.136	40.365	20	0.088	-29.2	-6.3	4.1	12.3	1.08E+15
ECCR	JdFa	236.157	40.591	20	0.316	-29.6	-6.8	4.1	12.6	4.06E+15
SNev	JdFa	236.179	40.818	20	0.316	-29.5	-12.9	4.1	12.9	4.23E+15
SNev	JdFa	236.201	41.045	20	0.433	-30	-12.9	352.8	13.7	5.97E+15
SNev	JdFa	236.162	41.279	20	0.433	-30.5	-13	352.9	13.6	5.98E+15
SoCR	JdFa	236.123	41.514	20	0.082	-27.9	-13.3	352.9	13.4	1.13E+15
SoCR	JdFa	236.084	41.748	20	0.082	-28.1	-13.3	352.9	13.2	1.12E+15
SoCR	JdFa	236.044	41.982	20	0.005	-28.3	-13.4	352.1	13.1	7.26E+13
SoCR	JdFa	235.998	42.233	20	0.005	-28.5	-13.4	352.1	13	7.38E+13
SoCR	JdFa	235.951	42.483	20	0.004	-28.7	-13.5	352.1	13	5.16E+13
SoCR	JdFa	235.904	42.734	20	0.004	-28.9	-13.5	352.2	12.9	5.06E+13
SoCR	JdFa	235.857	42.985	20	0.004	-29.2	-13.6	356.1	12.7	4.97E+13
SoCR	JdFa	235.833	43.235	20	0.004	-29.4	-13.6	356.1	12.9	4.92E+13
SoCR	JdFa	235.81	43.486	20	0.176	-29.6	-13.6	356.1	13	2.32E+15
SoCR	JdFa	235.786	43.736	20	0.176	-29.8	-13.6	356.1	13.2	2.31E+15
NoCR	JdFa	235.763	43.986	20	0.375	-31.5	-14.9	358.2	13.3	4.88E+15
NoCR	JdFa	235.752	44.236	20	0.375	-31.7	-14.9	358.2	13.5	4.84E+15
NoCR	JdFa	235.742	44.487	20	0.398	-31.9	-14.9	358.3	13.6	5.09E+15
NoCR	JdFa	235.731	44.737	20	0.398	-32.1	-14.9	358.3	13.8	5.05E+15
NoCR	JdFa	235.72	44.987	20	0.335	-32.4	-14.9	3.1	14	4.19E+15
NoCR	JdFa	235.739	45.232	20	0.335	-32.6	-14.9	3.1	13.9	4.16E+15
NoCR	JdFa	235.758	45.476	20	0.361	-32.8	-14.9	3.1	13.9	4.52E+15
NoCR	JdFa	235.777	45.721	20	0.361	-33	-14.8	3.1	13.8	4.55E+15
NoCR	JdFa	235.796	45.965	20	0.344	-33.2	-14.8	3.4	13.7	3.69E+15
NoCR	JdFa	235.81	46.134	20	0.344	-33.3	-14.8	3.4	13.6	3.07E+15
NoCR	JdFa	235.825	46.302	20	0.263	-33.5	-14.8	3.4	13.6	2.39E+15
NoCR	JdFa	235.84	46.47	20	0.263	-33.6	-14.8	3.4	13.5	2.44E+15
NoCR	JdFa	235.854	46.639	20	0.293	-33.8	-14.8	3.4	13.5	2.77E+15
Taco	JdFa	235.869	46.807	20	0.293	-37.2	-15.5	3.4	13.4	2.82E+15
Taco	JdFa	235.883	46.975	20	0.429	-37.3	-15.5	3.4	13.4	4.22E+15
Taco	JdFa	235.898	47.144	20	0.429	-37.4	-15.5	3.4	13.3	4.30E+15
Taco	JdFa	235.912	47.312	20	0.502	-37.6	-15.4	345.6	13	4.70E+15
Olym	JdFa	235.861	47.447	20	0.502	-38.7	-18.3	345.6	12.5	4.38E+15
Olym	JdFa	235.81	47.582	20	0.464	-39	-18.5	345.6	12.1	4.16E+15
Olym	JdFa	235.759	47.717	20	0.464	-39.3	-18.6	345.7	11.7	4.26E+15
Olym	JdFa	235.708	47.852	20	0.505	-39.7	-18.7	313.6	12.8	5.31E+15
Olym	JdFa	235.494	47.988	20	0.505	-40	-19.2	313.7	13	5.81E+15
Olym	JdFa	235.28	48.124	20	0.501	-40.3	-19.7	313.8	13.3	5.57E+15
Olym	JdFa	235.066	48.261	20	0.501	-40.6	-20.1	313.8	13.5	5.38E+15
Olym	JdFa	234.852	48.398	20	0.538	-40.9	-20.6	315.7	13.7	5.05E+15
Olym	JdFa	234.684	48.512	20	0.538	-41.1	-21	315.8	14.6	4.35E+15
Olym	JdFa	234.516	48.626	20	0.505	-41.4	-21.4	315.8	15.5	3.89E+15
Olym	JdFa	234.348	48.74	20	0.505	-41.6	-21.8	315.9	16.6	3.68E+15
Olym	JdFa	234.18	48.855	20	0.434	-41.9	-22.1	321.6	17.6	2.93E+15
Olym	JdFa	234.04	48.971	20	0.434	-42.2	-22.5	321.7	17.8	2.75E+15
Olym	JdFa	233.901	49.086	20	0.397	-42.4	-22.8	321.7	18	2.46E+15
Olym	JdFa	233.762	49.202	20	0.397	-42.7	-23.1	321.8	18.2	2.41E+15
Olym	JdFa	233.622	49.318	20	0.375	-42.9	-23.4	323.5	18.4	2.18E+15
SoVI	JdFa	233.495	49.43	20	0.375	-42.7	-25.1	323.6	18.2	2.11E+15
SoVI	JdFa	233.368	49.542	20	0.36	-43	-25.4	323.7	17.9	2.02E+15
SoVI	JdFa	233.24	49.654	20	0.36	-43.3	-25.7	323.7	17.7	2.02E+15
SoVI	JdFa	233.113	49.767	20	0.36	-43.5	-26.1	323.7	17.5	1.01E+15
WCCR	JdFa	236.25	40.097	22.5	0.03	-33.9	-3.8	3.6	12	1.88E+14
ECCR	JdFa	236.269	40.33	22.5	0.03	-30.3	-5.8	3.6	12.3	3.69E+14
SNev	JdFa	236.288	40.563	22.5	0.178	-29	-12.7	3.6	12.6	2.12E+15
SNev	JdFa	236.307	40.796	22.5	0.178	-29.5	-12.7	3.5	12.9	2.07E+15
SNev	JdFa	236.326	41.029	22.5	0.367	-30	-12.6	353.2	13.7	4.16E+15
SNev	JdFa	236.289	41.267	22.5	0.367	-30.5	-12.7	353.2	13.5	4.17E+15
SoCR	JdFa	236.251	41.504	22.5	0.022	-27.9	-13.2	353.2	13.4	2.49E+14
SoCR	JdFa	236.214	41.742	22.5	0.022	-28.1	-13.2	353.3	13.2	2.51E+14
SoCR	JdFa	236.176	41.979	22.5	0	-28.3	-13.2	352.3	13.1	4.12E+12
SoCR	JdFa	236.13	42.23	22.5	0	-28.5	-13.3	352.3	13	4.26E+12
SoCR	JdFa	236.085	42.481	22.5	0	-28.7	-13.3	352.4	13	2.76E+12
SoCR	JdFa	236.039	42.731	22.5	0	-29	-13.4	352.4	12.9	2.77E+12
SoCR	JdFa	235.994	42.982	22.5	0	-29.2	-13.4	355.9	12.7	2.06E+12
SoCR	JdFa	235.969	43.233	22.5	0	-29.4	-13.4	355.9	12.9	2.04E+12
SoCR	JdFa	235.945	43.483	22.5	0.096	-29.6	-13.5	356	13	1.19E+15
SoCR	JdFa	235.92	43.733	22.5	0.096	-29.8	-13.5	356	13.2	1.17E+15
NoCR	JdFa	235.896	43.984	22.5	0.291	-31.5	-14.7	358	13.3	3.53E+15
NoCR	JdFa	235.883	44.234	22.5	0.291	-31.7	-14.7	358	13.5	3.48E+15
NoCR	JdFa	235.871	44.484	22.5	0.337	-32	-14.7	358	13.7	3.98E+15
NoCR	JdFa	235.859	44.735	22.5	0.337	-32.2	-14.8	358.1	13.8	3.93E+15
NoCR	JdFa	235.847	44.985	22.5	0.273	-32.4	-14.8	3.3	14	3.12E+15
NoCR	JdFa	235.868	45.229	22.5	0.273	-32.6	-14.7	3.3	13.9	3.09E+15
NoCR	JdFa	235.888	45.473	22.5	0.304	-32.8	-14.7	3.3	13.9	3.46E+15
NoCR	JdFa	235.908	45.718	22.5	0.304	-33	-14.7	3.3	13.8	3.48E+15
NoCR	JdFa	235.929	45.962	22.5	0.14	-33.2	-14.7	3.7	13.7	1.37E+15
NoCR	JdFa	235.944	46.132	22.5	0.14	-33.4	-14.7	3.7	13.7	1.13E+15
NoCR	JdFa	235.96	46.303	22.5	0.089	-33.5	-14.7	3.6	13.6	7.23E+14
NoCR	JdFa	235.976	46.473	22.5	0.089	-33.7	-14.6	3.6	13.5	7.26E+14
Taco	JdFa	235.992	46.643	22.5	0.11	-37.1	-15.4	3.6	13.5	9.00E+14
Taco	JdFa	236.007	46.814	22.5	0.11	-37.2	-15.3	3.6	13.4	9.04E+14
Taco	JdFa	236.023	46.984	22.5	0.221	-37.3	-15.3	3.6	13.4	1.82E+15
Taco	JdFa	236.039	47.155	22.5	0.221	-37.5	-15.3	3.6	13.3	1.83E+15
Taco	JdFa	236.055	47.325	22.5	0.256	-37.6	-15.3	347.3	13	1.99E+15
Olym	JdFa	236.008	47.465	22.5	0.256	-38.7	-18	347.3	12.5	1.89E+15
Olym	JdFa	235.962	47.606	22.5	0.212	-39.1	-18.1	347.4	12.1	1.62E+15
Olym	JdFa	235.915	47.746	22.5	0.212	-39.5	-18.2	347.4	11.7	1.68E+15
Olym	JdFa	235.869	47.886	22.5	0.256	-39.8	-18.3	313.1	12.9	2.34E+15
Olym	JdFa	235.646	48.026	22.5	0.256	-40.1	-18.8	313.2	13.1	2.58E+15
Olym	JdFa	235.424	48.165	22.5	0.33	-40.4	-19.3	313.3	13.3	3.26E+15
Olym	JdFa	235.202	48.304	22.5	0.33	-40.7	-19.8	313.4	13.6	3.19E+15
Olym	JdFa	234.98	48.444	22.5	0.419	-41	-20.3	313.8	13.9	3.57E+15
Olym	JdFa	234.802	48.557	22.5	0.419	-41.3	-20.7	313.9	14.7	3.04E+15
Olym	JdFa	234.624	48.67	22.5	0.41	-41.5	-21.1	313.9	15.6	2.79E+15
Olym	JdFa	234.445	48.784	22.5	0.41	-41.8	-21.5	314	16.7	2.61E+15
Olym	JdFa	234.267	48.897	22.5	0.343	-42	-22	321.3	17.5	1.99E+15
Olym	JdFa	234.126	49.012	22.5	0.343	-42.3	-22.3	321.4	17.8	1.85E+15
Olym	JdFa	233.986	49.128	22.5	0.297	-42.5	-22.6	321.4	18	1.58E+15
SoVI	JdFa	233.846	49.243	22.5	0.297	-42.3	-24.3	321.5	18.2	1.56E+15
SoVI	JdFa	233.705	49.358	22.5	0.278	-42.6	-24.6	324	18.4	1.42E+15
SoVI	JdFa	233.579	49.471	22.5	0.278	-42.9	-24.9	324.1	18.2	1.39E+15
SoVI	JdFa	233.453	49.585	22.5	0.269	-43.1	-25.2	324.1	17.9	1.36E+15
SoVI	JdFa	233.326	49.698	22.5	0.269	-43.4	-25.5	324.2	17.7	1.38E+15
SoVI	JdFa	233.2	49.811	22.5	0.269	-43.7	-25.8	324.2	17.5	6.92E+14
WCCR	JdFa	236.385	40.057	25	0.008	-36.2	-3.9	3	12	5.27E+13
ECCR	JdFa	236.402	40.296	25	0.008	-31.5	-5.3	3	12.3	1.04E+14
SNev	JdFa	236.418	40.535	25	0.086	-28.9	-12.5	3	12.6	1.05E+15
SNev	JdFa	236.435	40.774	25	0.086	-29.4	-12.4	3	13	1.03E+15
SNev	JdFa	236.452	41.013	25	0.295	-30	-12.4	353.6	13.7	3.41E+15
SNev	JdFa	236.416	41.254	25	0.295	-30.5	-12.5	353.6	13.5	3.40E+15
SoCR	JdFa	236.38	41.495	25	0.004	-27.9	-13	353.6	13.4	4.83E+13
SoCR	JdFa	236.344	41.736	25	0.004	-28.1	-13.1	353.6	13.2	4.88E+13
SoCR	JdFa	236.308	41.976	25	0	-28.3	-13.1	352.5	13.1	1.52E+11
SoCR	JdFa	236.263	42.227	25	0	-28.5	-13.1	352.5	13	1.56E+11
SoCR	JdFa	236.219	42.478	25	0	-28.8	-13.2	352.6	13	8.95E+10
SoCR	JdFa	236.174	42.729	25	0	-29	-13.2	352.6	12.9	9.00E+10
SoCR	JdFa	236.13	42.98	25	0	-29.2	-13.3	355.7	12.7	4.53E+10
SoCR	JdFa	236.105	43.23	25	0	-29.4	-13.3	355.8	12.9	4.50E+10
SoCR	JdFa	236.079	43.481	25	0.046	-29.6	-13.3	355.8	13	5.71E+14
SoCR	JdFa	236.054	43.731	25	0.046	-29.8	-13.4	355.8	13.2	5.65E+14
SoCR	JdFa	236.028	43.982	25	0.215	-30.1	-13.4	357.8	13.3	2.61E+15
NoCR	JdFa	236.015	44.232	25	0.215	-31.8	-14.6	357.8	13.5	2.58E+15
NoCR	JdFa	236.001	44.482	25	0.279	-32	-14.6	357.8	13.7	3.30E+15
NoCR	JdFa	235.988	44.732	25	0.279	-32.2	-14.6	357.8	13.9	3.25E+15
NoCR	JdFa	235.975	44.983	25	0.216	-32.4	-14.6	3.6	14	2.46E+15
NoCR	JdFa	235.996	45.227	25	0.216	-32.6	-14.6	3.6	13.9	2.43E+15
NoCR	JdFa	236.018	45.471	25	0.248	-32.8	-14.6	3.6	13.9	2.81E+15
NoCR	JdFa	236.04	45.715	25	0.248	-33	-14.6	3.5	13.8	2.83E+15
NoCR	JdFa	236.061	45.959	25	0.043	-33.2	-14.6	3.9	13.7	4.18E+14
NoCR	JdFa	236.078	46.131	25	0.043	-33.4	-14.5	3.9	13.7	3.48E+14
NoCR	JdFa	236.095	46.303	25	0.021	-33.5	-14.5	3.9	13.6	1.76E+14
NoCR	JdFa	236.112	46.476	25	0.021	-33.7	-14.5	3.9	13.5	1.77E+14
Taco	JdFa	236.129	46.648	25	0.03	-37.1	-15.2	3.9	13.5	2.47E+14
Taco	JdFa	236.146	46.821	25	0.03	-37.2	-15.2	3.8	13.4	2.48E+14
