Hanging	Foot	Nlon	Nlat	Ndepth	Nphi	Re	Rn	Strike	Dip	Mo Rate
SNev	JdFa	236.94	40.157	40	0	-28.2	-11.4	3.5	25.2	3.09E+08
SNev	JdFa	236.961	40.418	40	0	-28.7	-11.4	3.5	25.2	4.98E+11
SNev	JdFa	236.982	40.68	40	0	-29.3	-11.3	3.5	25.2	5.02E+11
SNev	JdFa	237.003	40.941	40	0.027	-29.9	-11.3	355.2	25.8	2.84E+14
SNev	JdFa	236.975	41.196	40	0.027	-30.4	-11.4	355.2	25.3	2.82E+14
SoCR	JdFa	236.946	41.452	40	0	-27.9	-12.5	355.2	24.8	2.85E+06
SoCR	JdFa	236.918	41.708	40	0	-28.2	-12.5	355.3	24.4	2.89E+06
SoCR	JdFa	236.89	41.964	40	0	-28.4	-12.5	355.2	23.9	1.40E-03
SoCR	JdFa	236.862	42.215	40	0	-28.6	-12.5	355.3	23.3	1.42E-03
SoCR	JdFa	236.834	42.465	40	0	-28.8	-12.6	355.3	22.8	2.84E-04
SoCR	JdFa	236.805	42.715	40	0	-29.1	-12.6	355.3	22.3	2.91E-04
SoCR	JdFa	236.777	42.966	40	0	-29.3	-12.6	355.8	21.7	2.37E-06
SoCR	JdFa	236.752	43.217	40	0	-29.5	-12.7	355.8	20.8	2.44E-06
SoCR	JdFa	236.727	43.467	40	0	-29.7	-12.7	355.8	19.9	5.68E+11
SoCR	JdFa	236.702	43.718	40	0	-29.9	-12.7	355.8	19.1	5.83E+11
SoCR	JdFa	236.677	43.969	40	0.013	-30.2	-12.7	1.8	18.4	1.73E+14
SoCR	JdFa	236.688	44.218	40	0.013	-30.4	-12.7	1.8	18	1.79E+14
SoCR	JdFa	236.698	44.468	40	0.055	-30.6	-12.7	1.8	17.6	7.82E+14
NoCR	JdFa	236.709	44.718	40	0.055	-32.3	-13.9	1.8	17.3	8.06E+14
NoCR	JdFa	236.72	44.967	40	0.025	-32.5	-13.9	4.7	17	3.75E+14
NoCR	JdFa	236.748	45.21	40	0.025	-32.7	-13.9	4.7	16.7	3.76E+14
NoCR	JdFa	236.776	45.452	40	0.034	-32.9	-13.8	4.6	16.4	5.10E+14
NoCR	JdFa	236.804	45.694	40	0.034	-33.1	-13.8	4.6	16.1	5.17E+14
NoCR	JdFa	236.833	45.936	40	0	-33.4	-13.8	5.5	15.8	9.50E+08
Port	JdFa	236.858	46.121	40	0	-34.2	-13.7	5.5	15.8	8.27E+08
Port	JdFa	236.884	46.306	40	0	-34.4	-13.7	5.5	15.8	3.40E+07
Port	JdFa	236.909	46.49	40	0	-34.6	-13.6	5.4	15.8	3.41E+07
Taco	JdFa	236.935	46.675	40	0	-37.3	-14.4	5.4	15.8	1.48E+08
Taco	JdFa	236.96	46.859	40	0	-37.4	-14.4	5.4	15.8	1.49E+08
Taco	JdFa	236.986	47.044	40	0	-37.6	-14.4	5.4	15.8	2.19E+10
Taco	JdFa	237.012	47.228	40	0	-37.7	-14.4	5.4	15.8	2.19E+10
Taco	JdFa	237.037	47.413	40	0	-37.9	-14.3	354.2	15.5	1.14E+10
Taco	JdFa	237.011	47.587	40	0	-38	-14.4	354.2	15.4	1.14E+10
Olym	JdFa	236.985	47.762	40	0	-39.7	-15.8	354.3	15.2	1.54E+09
Olym	JdFa	236.959	47.937	40	0	-40.2	-15.8	354.3	15.1	1.56E+09
AlbH	JdFa	236.933	48.112	40	0	-40	-16.4	313	16.9	1.12E+10
AlbH	JdFa	236.67	48.275	40	0	-40.4	-17	313.1	17	1.23E+10
AlbH	JdFa	236.407	48.438	40	0	-40.8	-17.6	313.2	17.2	1.90E+12
SoVI	JdFa	236.145	48.601	40	0	-41.1	-18.8	313.3	17.4	1.89E+12
SoVI	JdFa	235.882	48.765	40	0.003	-41.5	-19.4	302.4	19.1	3.59E+13
SoVI	JdFa	235.629	48.871	40	0.003	-41.8	-20	302.5	19.3	3.04E+13
SoVI	JdFa	235.375	48.977	40	0.007	-42	-20.6	302.5	19.5	6.90E+13
SoVI	JdFa	235.121	49.083	40	0.007	-42.2	-21.2	302.6	19.7	6.69E+13
SoVI	JdFa	234.868	49.189	40	0.005	-42.5	-21.8	317.9	18.8	4.36E+13
SoVI	JdFa	234.717	49.298	40	0.005	-42.7	-22.2	318	18.9	3.78E+13
SoVI	JdFa	234.565	49.407	40	0.002	-43	-22.6	318.1	19.1	1.61E+13
SoVI	JdFa	234.414	49.517	40	0.002	-43.2	-22.9	318.1	19.3	1.59E+13
SoVI	JdFa	234.263	49.627	40	0.002	-43.5	-23.3	325.2	19.3	1.43E+13
SoVI	JdFa	234.137	49.744	40	0.002	-43.8	-23.6	325.3	19.6	1.40E+13
SoVI	JdFa	234.01	49.862	40	0.002	-44.1	-23.9	325.3	19.8	1.71E+13
SoVI	JdFa	233.884	49.98	40	0.002	-44.4	-24.2	325.4	20.1	1.69E+13
SoVI	JdFa	233.758	50.097	40	0.002	-44.7	-24.5	325.4	20.4	8.42E+12
SNev	JdFa	237.04	39.859	45	0	-27.5	-11.2	3.6	25.2	4.95E+05
SNev	JdFa	237.062	40.126	45	0	-28.1	-11.2	3.6	25.2	9.90E+05
SNev	JdFa	237.084	40.392	45	0	-28.7	-11.1	3.6	25.2	1.57E+10
SNev	JdFa	237.106	40.658	45	0	-29.3	-11.1	3.6	25.2	1.57E+10
SNev	JdFa	237.128	40.924	45	0.008	-29.9	-11	355.7	25.7	1.08E+14
SNev	JdFa	237.103	41.183	45	0.008	-30.4	-11.1	355.8	25.2	1.07E+14
SNev	JdFa	237.077	41.442	45	0	-31	-11.2	355.8	24.8	1.16E+03
SoCR	JdFa	237.052	41.701	45	0	-28.2	-12.4	355.8	24.3	1.18E+03
SoCR	JdFa	237.027	41.961	45	0	-28.4	-12.4	356	23.9	3.50E-10
SoCR	JdFa	237.003	42.211	45	0	-28.6	-12.4	356	23.3	3.52E-10
SoCR	JdFa	236.979	42.461	45	0	-28.9	-12.4	356	22.8	4.28E-11
SoCR	JdFa	236.956	42.712	45	0	-29.1	-12.5	356	22.2	4.38E-11
SoCR	JdFa	236.932	42.962	45	0	-29.3	-12.5	357.2	21.7	4.49E-14
SoCR	JdFa	236.915	43.213	45	0	-29.5	-12.5	357.2	20.8	4.66E-14
SoCR	JdFa	236.898	43.463	45	0	-29.7	-12.5	357.2	19.9	2.77E+10
SoCR	JdFa	236.882	43.714	45	0	-30	-12.5	357.2	19.1	2.88E+10
SoCR	JdFa	236.865	43.964	45	0.003	-30.2	-12.5	2.6	18.4	6.15E+13
SoCR	JdFa	236.881	44.214	45	0.003	-30.4	-12.5	2.6	18	6.29E+13
SoCR	JdFa	236.897	44.463	45	0.027	-30.6	-12.5	2.6	17.6	4.87E+14
NoCR	JdFa	236.913	44.712	45	0.027	-32.3	-13.7	2.6	17.3	4.97E+14
NoCR	JdFa	236.929	44.962	45	0.009	-32.5	-13.7	5.6	17	1.77E+14
NoCR	JdFa	236.962	45.203	45	0.009	-32.8	-13.7	5.5	16.7	1.78E+14
NoCR	JdFa	236.995	45.445	45	0.013	-33	-13.6	5.5	16.4	2.53E+14
NoCR	JdFa	237.028	45.687	45	0.013	-33.2	-13.6	5.5	16.1	2.57E+14
Port	JdFa	237.061	45.928	45	0	-34	-13.5	5.7	15.8	1.38E+06
Port	JdFa	237.088	46.116	45	0	-34.2	-13.4	5.6	15.8	1.21E+06
Port	JdFa	237.115	46.304	45	0	-34.4	-13.4	5.6	15.8	1.42E+04
Port	JdFa	237.142	46.492	45	0	-34.6	-13.4	5.6	15.8	1.42E+04
Taco	JdFa	237.168	46.68	45	0	-37.3	-14.2	5.6	15.8	1.05E+05
Taco	JdFa	237.195	46.868	45	0	-37.5	-14.2	5.6	15.8	1.05E+05
Taco	JdFa	237.222	47.056	45	0	-37.6	-14.1	5.5	15.8	1.03E+08
Taco	JdFa	237.249	47.244	45	0	-37.8	-14.1	5.5	15.8	1.03E+08
Taco	JdFa	237.275	47.432	45	0	-37.9	-14.1	354.9	15.5	3.44E+07
Seat	JdFa	237.251	47.614	45	0	-38.9	-15.5	354.9	15.4	3.45E+07
Seat	JdFa	237.227	47.797	45	0	-39.4	-15.6	354.9	15.3	2.00E+06
Olym	JdFa	237.203	47.98	45	0	-40.3	-15.3	355	15.1	2.01E+06
AlbH	JdFa	237.179	48.162	45	0	-40.2	-15.8	312.7	16.9	3.14E+07
WhdI	JdFa	236.905	48.33	45	0	-41	-16.7	312.8	17.1	3.41E+07
SoVI	JdFa	236.631	48.498	45	0	-41	-17.6	312.9	17.3	5.31E+10
SoVI	JdFa	236.358	48.666	45	0	-41.4	-18.3	313	17.5	5.24E+10
SoVI	JdFa	236.084	48.835	45	0	-41.8	-18.9	302.1	19.2	3.80E+12
SoVI	JdFa	235.821	48.943	45	0	-42	-19.5	302.1	19.4	3.25E+12
SoVI	JdFa	235.558	49.051	45	0.001	-42.3	-20.2	302.2	19.6	1.17E+13
SoVI	JdFa	235.295	49.159	45	0.001	-42.5	-20.8	302.2	19.8	1.16E+13
SoVI	JdFa	235.033	49.267	45	0.001	-42.7	-21.4	317.6	18.8	7.55E+12
SoVI	JdFa	234.88	49.376	45	0.001	-43	-21.8	317.6	19	6.51E+12
SoVI	JdFa	234.728	49.485	45	0	-43.3	-22.2	317.7	19.1	2.05E+12
SoVI	JdFa	234.575	49.594	45	0	-43.5	-22.5	317.8	19.3	2.03E+12
SoVI	JdFa	234.423	49.702	45	0	-43.8	-22.9	324.6	19.3	1.86E+12
SoVI	JdFa	234.294	49.82	45	0	-44.1	-23.2	324.7	19.6	1.83E+12
SoVI	JdFa	234.165	49.937	45	0	-44.4	-23.5	324.7	19.9	2.53E+12
SoVI	JdFa	234.036	50.055	45	0	-44.6	-23.8	324.8	20.1	2.50E+12
SoVI	JdFa	233.907	50.172	45	0	-44.9	-24.2	324.8	20.4	1.24E+12
SNev	JdFa	237.162	39.822	50	0	-27.5	-11	3.7	25.7	4.89E+02
SNev	JdFa	237.185	40.094	50	0	-28.1	-10.9	3.7	25.5	9.81E+02
SNev	JdFa	237.208	40.365	50	0	-28.7	-10.9	3.7	25.2	2.12E+08
SNev	JdFa	237.231	40.636	50	0	-29.3	-10.8	3.7	24.9	2.13E+08
SNev	JdFa	237.254	40.908	50	0.002	-29.8	-10.8	356.3	25.1	2.66E+13
SNev	JdFa	237.231	41.17	50	0.002	-30.4	-10.8	356.3	24.4	2.64E+13
SNev	JdFa	237.208	41.432	50	0	-31	-10.9	356.3	23.8	1.08E-01
SoCR	JdFa	237.186	41.695	50	0	-28.2	-12.2	356.3	23.2	1.10E-01
SoCR	JdFa	237.163	41.957	50	0	-28.4	-12.2	356.7	22.6	6.73E-18
SoCR	JdFa	237.144	42.207	50	0	-28.7	-12.3	356.7	22.5	6.67E-18
SoCR	JdFa	237.125	42.458	50	0	-28.9	-12.3	356.8	22.4	4.58E-19
SoCR	JdFa	237.106	42.708	50	0	-29.1	-12.3	356.8	22.3	4.64E-19
SoCR	JdFa	237.087	42.958	50	0	-29.3	-12.3	358.6	22.1	4.18E-23
SoCR	JdFa	237.078	43.209	50	0	-29.5	-12.3	358.6	21.8	4.29E-23
SoCR	JdFa	237.07	43.459	50	0	-29.8	-12.3	358.6	21.5	6.19E+08
SoCR	JdFa	237.061	43.709	50	0	-30	-12.3	358.6	21.2	6.36E+08
SoCR	JdFa	237.053	43.96	50	0.001	-30.2	-12.4	3.5	20.9	1.28E+13
SoCR	JdFa	237.074	44.209	50	0.001	-30.4	-12.3	3.5	21.3	1.29E+13
SoCR	JdFa	237.095	44.458	50	0.012	-30.7	-12.3	3.4	21.6	1.95E+14
SoCR	JdFa	237.116	44.707	50	0.012	-30.9	-12.3	3.4	22	1.96E+14
NoCR	JdFa	237.137	44.956	50	0.003	-32.6	-13.5	6.4	22.4	5.08E+13
NoCR	JdFa	237.175	45.197	50	0.003	-32.8	-13.4	6.4	22.7	5.02E+13
NoCR	JdFa	237.213	45.438	50	0.004	-33	-13.4	6.3	23.1	7.28E+13
Port	JdFa	237.252	45.679	50	0.004	-33.8	-13.2	6.3	23.5	7.31E+13
Port	JdFa	237.29	45.919	50	0	-34	-13.2	5.8	23.9	4.03E+02
Port	JdFa	237.318	46.111	50	0	-34.2	-13.2	5.8	24.2	3.55E+02
Port	JdFa	237.346	46.302	50	0	-34.4	-13.1	5.8	24.6	9.58E-01
Port	JdFa	237.374	46.494	50	0	-34.6	-13.1	5.7	24.9	9.52E-01
Taco	JdFa	237.402	46.685	50	0	-37.4	-14	5.7	25.3	1.29E+01
Taco	JdFa	237.43	46.877	50	0	-37.5	-13.9	5.7	25.7	1.28E+01
Taco	JdFa	237.458	47.068	50	0	-37.7	-13.9	5.7	26.1	1.13E+05
Taco	JdFa	237.486	47.26	50	0	-37.8	-13.9	5.7	26.5	1.12E+05
Taco	JdFa	237.513	47.451	50	0	-38	-13.9	355.5	26.4	2.16E+04
Seat	JdFa	237.492	47.642	50	0	-39.1	-15	355.6	25.6	2.19E+04
Seat	JdFa	237.47	47.832	50	0	-39.6	-15	355.6	24.8	4.73E+02
Seat	JdFa	237.448	48.022	50	0	-40	-15.1	355.6	24	4.81E+02
WhdI	JdFa	237.426	48.212	50	0	-40.8	-15.4	312.4	25.7	1.89E+04
SoVI	JdFa	237.141	48.385	50	0	-40.8	-16.4	312.5	23.9	2.10E+04
SoVI	JdFa	236.856	48.559	50	0	-41.2	-17.1	312.6	22.4	5.25E+08
SoVI	JdFa	236.57	48.732	50	0	-41.6	-17.7	312.7	21	5.36E+08
SoVI	JdFa	236.285	48.905	50	0	-42	-18.4	301.7	21.7	1.94E+11
SoVI	JdFa	236.013	49.015	50	0	-42.3	-19.1	301.8	21.5	1.68E+11
SoVI	JdFa	235.741	49.125	50	0	-42.5	-19.7	301.8	21.2	1.04E+12
SoVI	JdFa	235.469	49.236	50	0	-42.8	-20.4	301.9	21	1.04E+12
SoVI	JdFa	235.197	49.346	50	0	-43	-21.1	317.2	19.5	6.75E+11
SoVI	JdFa	235.044	49.454	50	0	-43.3	-21.4	317.3	19.9	5.73E+11
SoVI	JdFa	234.89	49.562	50	0	-43.5	-21.8	317.3	20.2	1.26E+11
SoVI	JdFa	234.736	49.67	50	0	-43.8	-22.2	317.4	20.6	1.24E+11
SoVI	JdFa	234.582	49.778	50	0	-44	-22.5	324	20.8	1.16E+11
SoVI	JdFa	234.451	49.895	50	0	-44.3	-22.8	324.1	20.8	1.15E+11
SoVI	JdFa	234.319	50.013	50	0	-44.6	-23.2	324.1	20.8	1.88E+11
SoVI	JdFa	234.187	50.13	50	0	-44.9	-23.5	324.2	20.7	1.86E+11
SoVI	JdFa	234.055	50.247	50	0	-45.2	-23.8	324.2	20.7	9.28E+10
SNev	JdFa	237.28	39.786	55	0	-27.4	-10.7	4	25.7	1.93E-01
SNev	JdFa	237.305	40.062	55	0	-28	-10.7	4	25.4	3.89E-01
SNev	JdFa	237.331	40.338	55	0	-28.6	-10.6	4	25.1	1.56E+06
SNev	JdFa	237.356	40.614	55	0	-29.2	-10.6	4	24.9	1.58E+06
SNev	JdFa	237.382	40.89	55	0	-29.8	-10.5	357.1	25	5.32E+12
SNev	JdFa	237.364	41.155	55	0	-30.4	-10.6	357.1	24.4	5.29E+12
SNev	JdFa	237.346	41.421	55	0	-31	-10.6	357.1	23.7	2.82E-06
SoCR	JdFa	237.327	41.687	55	0	-28.2	-12.1	357.1	23.1	2.89E-06
SoCR	JdFa	237.309	41.952	55	0	-28.4	-12.1	357	22.6	1.23E-26
SoCR	JdFa	237.292	42.203	55	0	-28.7	-12.1	357	22.5	1.20E-26
SoCR	JdFa	237.274	42.453	55	0	-28.9	-12.1	357	22.4	4.35E-28
SoCR	JdFa	237.256	42.704	55	0	-29.1	-12.2	357	22.3	4.37E-28
SoCR	JdFa	237.238	42.954	55	0	-29.3	-12.2	359.1	22.1	2.44E-33
SoCR	JdFa	237.232	43.204	55	0	-29.6	-12.2	359.1	21.8	2.47E-33
SoCR	JdFa	237.227	43.455	55	0	-29.8	-12.2	359.1	21.5	8.52E+06
SoCR	JdFa	237.222	43.705	55	0	-30	-12.2	359.1	21.2	8.63E+06
SoCR	JdFa	237.216	43.955	55	0	-30.2	-12.2	3.1	20.9	2.21E+12
SoCR	JdFa	237.235	44.204	55	0	-30.4	-12.2	3.1	21.2	2.19E+12
SoCR	JdFa	237.254	44.454	55	0.005	-30.7	-12.2	3.1	21.6	7.02E+13
SoCR	JdFa	237.273	44.703	55	0.005	-30.9	-12.1	3.1	22	6.92E+13
SoCR	JdFa	237.292	44.952	55	0.001	-31.1	-12.1	6.1	22.4	1.25E+13
NoCR	JdFa	237.328	45.193	55	0.001	-32.8	-13.3	6	22.7	1.21E+13
Port	JdFa	237.364	45.433	55	0.001	-33.5	-13.1	6	23.1	1.77E+13
Port	JdFa	237.4	45.674	55	0.001	-33.8	-13.1	6	23.5	1.74E+13
Port	JdFa	237.436	45.914	55	0	-34	-13	5.4	23.9	3.47E-02
Port	JdFa	237.462	46.108	55	0	-34.3	-13	5.4	24.2	3.05E-02
Port	JdFa	237.488	46.301	55	0	-34.5	-13	5.4	24.6	1.54E-05
Port	JdFa	237.515	46.495	55	0	-34.7	-12.9	5.4	24.9	1.52E-05
Taco	JdFa	237.541	46.688	55	0	-37.4	-13.8	5.3	25.3	4.05E-04
Taco	JdFa	237.568	46.881	55	0	-37.6	-13.8	5.3	25.7	3.99E-04
Taco	JdFa	237.594	47.075	55	0	-37.7	-13.8	5.3	26.1	4.23E+01
Taco	JdFa	237.62	47.268	55	0	-37.9	-13.7	5.3	26.5	4.17E+01
Taco	JdFa	237.647	47.462	55	0	-38	-13.7	356.7	26.5	4.16E+00
Seat	JdFa	237.63	47.657	55	0	-39.1	-14.7	356.7	25.6	4.30E+00
Seat	JdFa	237.613	47.852	55	0	-39.6	-14.7	356.7	24.8	2.99E-02
WhdI	JdFa	237.597	48.048	55	0	-40.4	-15	356.7	24.1	3.08E-02
WhdI	JdFa	237.58	48.243	55	0	-40.9	-15.1	314.2	25.3	3.51E+00
SoVI	JdFa	237.301	48.424	55	0	-40.9	-16	314.3	23.6	4.07E+00
SoVI	JdFa	237.021	48.604	55	0	-41.4	-16.7	314.4	22.1	2.52E+06
SoVI	JdFa	236.742	48.784	55	0	-41.8	-17.3	314.5	20.8	2.67E+06
SoVI	JdFa	236.462	48.965	55	0	-42.2	-18	302.2	21.6	6.13E+09
SoVI	JdFa	236.186	49.079	55	0	-42.5	-18.7	302.2	21.4	5.41E+09
SoVI	JdFa	235.909	49.193	55	0	-42.8	-19.3	302.3	21.2	6.27E+10
SoVI	JdFa	235.633	49.307	55	0	-43	-20	302.4	20.9	6.33E+10
SoVI	JdFa	235.356	49.421	55	0	-43.3	-20.7	316.4	19.6	4.17E+10
SoVI	JdFa	235.2	49.528	55	0	-43.5	-21	316.4	19.9	3.48E+10
SoVI	JdFa	235.043	49.634	55	0	-43.8	-21.4	316.5	20.3	5.09E+09
SoVI	JdFa	234.887	49.741	55	0	-44	-21.8	316.6	20.7	4.99E+09
SoVI	JdFa	234.731	49.848	55	0	-44.3	-22.2	324.2	20.8	4.81E+09
SoVI	JdFa	234.598	49.966	55	0	-44.6	-22.5	324.3	20.8	4.79E+09
SoVI	JdFa	234.466	50.084	55	0	-44.9	-22.8	324.3	20.8	9.48E+09
SoVI	JdFa	234.334	50.202	55	0	-45.2	-23.1	324.4	20.8	9.48E+09
SoVI	JdFa	234.202	50.32	55	0	-45.4	-23.4	324.4	20.7	4.74E+09
SNev	JdFa	237.398	39.749	60	0	-27.3	-10.5	4.4	25.6	3.09E-05
SNev	JdFa	237.426	40.03	60	0	-27.9	-10.5	4.4	25.4	6.21E-05
SNev	JdFa	237.454	40.31	60	0	-28.6	-10.4	4.3	25.2	6.25E+03
SNev	JdFa	237.482	40.591	60	0	-29.2	-10.3	4.3	25	6.30E+03
SNev	JdFa	237.51	40.872	60	0	-29.8	-10.3	357.8	25.1	8.52E+11
SNev	JdFa	237.496	41.141	60	0	-30.4	-10.3	357.8	24.4	8.46E+11
SNev	JdFa	237.483	41.41	60	0	-31	-10.3	357.8	23.8	2.04E-11
SoCR	JdFa	237.469	41.679	60	0	-28.2	-11.9	357.8	23.1	2.09E-11
SoCR	JdFa	237.455	41.948	60	0	-28.5	-11.9	357.2	22.6	2.08E-36
SoCR	JdFa	237.439	42.198	60	0	-28.7	-12	357.2	22.4	2.03E-36
SoCR	JdFa	237.422	42.449	60	0	-28.9	-12	357.2	22.2	3.65E-38
SoCR	JdFa	237.406	42.7	60	0	-29.1	-12	357.2	22	3.67E-38
SoCR	JdFa	237.389	42.95	60	0	-29.4	-12	359.6	21.8	9.12E-45
SoCR	JdFa	237.387	43.2	60	0	-29.6	-12	359.6	21.8	9.16E-45
SoCR	JdFa	237.384	43.45	60	0	-29.8	-12	359.6	21.9	7.44E+04
SoCR	JdFa	237.382	43.7	60	0	-30	-12	359.6	21.9	7.48E+04
SoCR	JdFa	237.38	43.95	60	0	-30.2	-12	2.7	21.9	3.30E+11
SoCR	JdFa	237.396	44.2	60	0	-30.5	-12	2.7	22.1	3.27E+11
SoCR	JdFa	237.413	44.449	60	0.002	-30.7	-12	2.7	22.3	2.52E+13
SoCR	JdFa	237.429	44.699	60	0.002	-30.9	-12	2.7	22.5	2.49E+13
SoCR	JdFa	237.446	44.948	60	0	-31.1	-12	5.7	22.7	3.07E+12
Port	JdFa	237.48	45.188	60	0	-33.3	-13	5.7	23.6	2.94E+12
Port	JdFa	237.514	45.429	60	0	-33.6	-12.9	5.7	24.5	4.36E+12
Port	JdFa	237.548	45.669	60	0	-33.8	-12.9	5.6	25.5	4.25E+12
Port	JdFa	237.582	45.909	60	0	-34.1	-12.9	5	26.5	1.09E-06
Port	JdFa	237.607	46.104	60	0	-34.3	-12.8	5	26.7	9.68E-07
Port	JdFa	237.631	46.3	60	0	-34.5	-12.8	5	26.8	7.50E-11
Port	JdFa	237.656	46.495	60	0	-34.7	-12.8	5	27	7.42E-11
Port	JdFa	237.681	46.691	60	0	-34.9	-12.7	5	27.2	4.26E-09
Taco	JdFa	237.705	46.886	60	0	-37.6	-13.7	4.9	27.3	4.22E-09
Taco	JdFa	237.73	47.081	60	0	-37.7	-13.6	4.9	27.5	7.35E-03
Taco	JdFa	237.755	47.277	60	0	-37.9	-13.6	4.9	27.7	7.27E-03
YFTB	JdFa	237.78	47.472	60	0	-38.8	-14	357.8	27.6	3.43E-04
Seat	JdFa	237.768	47.673	60	0	-39.2	-14.4	357.8	26	3.61E-04
Seat	JdFa	237.757	47.873	60	0	-39.7	-14.4	357.8	24.7	6.97E-07
WhdI	JdFa	237.746	48.073	60	0	-40.5	-14.7	357.8	23.4	7.25E-07
WhdI	JdFa	237.734	48.274	60	0	-41.1	-14.7	316	23.9	2.70E-04
SoVI	JdFa	237.461	48.462	60	0	-41	-15.6	316.1	23	3.08E-04
SoVI	JdFa	237.187	48.65	60	0	-41.5	-16.3	316.2	22.3	6.82E+03
SoVI	JdFa	236.913	48.837	60	0	-42	-16.9	316.3	21.6	7.12E+03
SoVI	JdFa	236.64	49.025	60	0	-42.5	-17.6	302.6	22.9	1.27E+08
SoVI	JdFa	236.359	49.143	60	0	-42.7	-18.3	302.7	22.4	1.12E+08
SoVI	JdFa	236.077	49.261	60	0	-43	-18.9	302.7	22	2.64E+09
SoVI	JdFa	235.796	49.378	60	0	-43.2	-19.6	302.8	21.6	2.67E+09
SoVI	JdFa	235.515	49.496	60	0	-43.5	-20.3	315.6	20.1	1.80E+09
SoVI	JdFa	235.356	49.601	60	0	-43.8	-20.7	315.6	20.1	1.50E+09
SoVI	JdFa	235.197	49.707	60	0	-44	-21.1	315.7	20	1.40E+08
SoVI	JdFa	235.038	49.812	60	0	-44.3	-21.4	315.7	20	1.39E+08
SoVI	JdFa	234.879	49.917	60	0	-44.5	-21.8	324.4	19.8	1.40E+08
SoVI	JdFa	234.746	50.036	60	0	-44.8	-22.1	324.4	19.7	1.40E+08
SoVI	JdFa	234.614	50.156	60	0	-45.1	-22.5	324.5	19.6	3.43E+08
SoVI	JdFa	234.481	50.275	60	0	-45.4	-22.8	324.6	19.6	3.44E+08
SoVI	JdFa	234.348	50.394	60	0	-45.7	-23.1	324.6	19.5	1.72E+08
SNev	JdFa	237.517	39.712	65	0	-27.3	-10.3	4.6	25.5	1.98E-09
SNev	JdFa	237.547	39.998	65	0	-27.9	-10.2	4.6	25.3	3.97E-09
SNev	JdFa	237.577	40.283	65	0	-28.5	-10.2	4.6	25.1	1.37E+01
SNev	JdFa	237.607	40.569	65	0	-29.1	-10.1	4.6	25	1.38E+01
SNev	JdFa	237.637	40.854	65	0	-29.8	-10	358.6	25.1	1.11E+11
SNev	JdFa	237.628	41.127	65	0	-30.4	-10.1	358.6	24.4	1.10E+11
SNev	JdFa	237.619	41.399	65	0	-31	-10.1	358.6	23.7	4.15E-17
SoCR	JdFa	237.61	41.671	65	0	-28.2	-11.8	358.6	23.1	4.25E-17
SoCR	JdFa	237.601	41.943	65	0	-28.5	-11.8	357.5	22.6	3.35E-47
SoCR	JdFa	237.587	42.194	65	0	-28.7	-11.8	357.5	22.4	3.25E-47
SoCR	JdFa	237.572	42.444	65	0	-28.9	-11.8	357.5	22.2	2.71E-49
SoCR	JdFa	237.557	42.695	65	0	-29.2	-11.8	357.5	22	2.73E-49
SoCR	JdFa	237.543	42.945	65	0	-29.4	-11.9	359.6	21.8	2.13E-57
SoCR	JdFa	237.541	43.195	65	0	-29.6	-11.9	359.7	21.8	2.13E-57
SoCR	JdFa	237.539	43.445	65	0	-29.8	-11.9	359.7	21.9	4.01E+02
SoCR	JdFa	237.536	43.695	65	0	-30	-11.9	359.7	21.9	4.00E+02
SoCR	JdFa	237.535	43.945	65	0	-30.3	-11.9	2.6	22	4.06E+10
SoCR	JdFa	237.55	44.195	65	0	-30.5	-11.9	2.6	22.1	4.04E+10
SoCR	JdFa	237.566	44.444	65	0.001	-30.7	-11.8	2.6	22.3	8.20E+12
SoCR	JdFa	237.582	44.694	65	0.001	-30.9	-11.8	2.6	22.5	8.13E+12
SoCR	JdFa	237.598	44.944	65	0	-31.2	-11.8	4.8	22.7	6.55E+11
Port	JdFa	237.626	45.184	65	0	-33.3	-12.8	4.8	23.6	6.24E+11
Port	JdFa	237.654	45.424	65	0	-33.6	-12.8	4.8	24.5	9.29E+11
Port	JdFa	237.683	45.664	65	0	-33.8	-12.7	4.7	25.4	8.95E+11
Port	JdFa	237.711	45.904	65	0	-34.1	-12.7	4.9	26.5	1.06E-11
Port	JdFa	237.736	46.101	65	0	-34.3	-12.7	4.9	26.6	9.46E-12
Port	JdFa	237.76	46.298	65	0	-34.5	-12.6	4.9	26.8	9.12E-17
YFTB	JdFa	237.785	46.495	65	0	-36	-13.3	4.9	27	9.07E-17
YFTB	JdFa	237.809	46.693	65	0	-36.6	-13.4	4.9	27.2	1.21E-14
Taco	JdFa	237.834	46.89	65	0	-37.6	-13.5	4.8	27.3	1.20E-14
Taco	JdFa	237.858	47.087	65	0	-37.8	-13.5	4.8	27.5	4.65E-07
YFTB	JdFa	237.883	47.285	65	0	-38.3	-13.8	4.8	27.7	4.62E-07
YFTB	JdFa	237.907	47.482	65	0	-38.9	-13.9	359.6	27.6	9.31E-09
Seat	JdFa	237.905	47.688	65	0	-39.3	-14	359.6	26.2	9.95E-09
WhdI	JdFa	237.903	47.894	65	0	-40	-14.3	359.6	24.8	4.61E-12
WhdI	JdFa	237.901	48.1	65	0	-40.6	-14.3	359.6	23.6	4.83E-12
WhdI	JdFa	237.899	48.306	65	0	-41.2	-14.3	316.9	23.7	6.69E-09
SoVI	JdFa	237.625	48.5	65	0	-41.2	-15.2	317	22.9	7.57E-09
